"22",2,"developed","Developed, Low Intensity","#D89382","86932"
"41",73,"forest","Deciduous Forest","#68AA63","86932"
"71",9,"herbaceous","Grassland/Herbaceous","#E2E2C1","86932"
"81",154,"planted","Pasture/Hay","#DBD83D","86932"
"82",134,"planted","Cultivated Crops","#AA7028","86932"
"code","n","class","description","color","llid"
NA,NA,NA,NA,NA,"47453"
"code","n","class","description","color","llid"
NA,NA,NA,NA,NA,"87513"
"code","n","class","description","color","llid"
"21",23,"developed","Developed, Open Space","#DDC9C9","1837"
"22",29,"developed","Developed, Low Intensity","#D89382","1837"
"23",4,"developed","Developed, Medium Intensity","#ED0000","1837"
"41",265,"forest","Deciduous Forest","#68AA63","1837"
"42",16,"forest","Evergreen Forest","#1C6330","1837"
"81",365,"planted","Pasture/Hay","#DBD83D","1837"
"82",285,"planted","Cultivated Crops","#AA7028","1837"
"90",661,"wetlands","Woody Wetlands","#BAD8EA","1837"
"code","n","class","description","color","llid"
"21",153,"developed","Developed, Open Space","#DDC9C9","6461"
"22",56,"developed","Developed, Low Intensity","#D89382","6461"
"23",4,"developed","Developed, Medium Intensity","#ED0000","6461"
"41",513,"forest","Deciduous Forest","#68AA63","6461"
"52",39,"shrubland","Scrub/Shrub","#CCBA7C","6461"
"81",48,"planted","Pasture/Hay","#DBD83D","6461"
"82",7063,"planted","Cultivated Crops","#AA7028","6461"
"90",1,"wetlands","Woody Wetlands","#BAD8EA","6461"
"code","n","class","description","color","llid"
NA,NA,NA,NA,NA,"1499"
"code","n","class","description","color","llid"
NA,NA,NA,NA,NA,"3395"
"code","n","class","description","color","llid"
"21",14,"developed","Developed, Open Space","#DDC9C9","7043"
"22",9,"developed","Developed, Low Intensity","#D89382","7043"
"41",171,"forest","Deciduous Forest","#68AA63","7043"
"81",2,"planted","Pasture/Hay","#DBD83D","7043"
"82",223,"planted","Cultivated Crops","#AA7028","7043"
"code","n","class","description","color","llid"
"21",208,"developed","Developed, Open Space","#DDC9C9","7044"
"22",43,"developed","Developed, Low Intensity","#D89382","7044"
"23",4,"developed","Developed, Medium Intensity","#ED0000","7044"
"41",1272,"forest","Deciduous Forest","#68AA63","7044"
"81",355,"planted","Pasture/Hay","#DBD83D","7044"
"82",1494,"planted","Cultivated Crops","#AA7028","7044"
"90",18,"wetlands","Woody Wetlands","#BAD8EA","7044"
"code","n","class","description","color","llid"
"21",41,"developed","Developed, Open Space","#DDC9C9","7398"
"22",6,"developed","Developed, Low Intensity","#D89382","7398"
"41",722,"forest","Deciduous Forest","#68AA63","7398"
"81",384,"planted","Pasture/Hay","#DBD83D","7398"
"82",385,"planted","Cultivated Crops","#AA7028","7398"
"code","n","class","description","color","llid"
NA,NA,NA,NA,NA,"6998"
"code","n","class","description","color","llid"
"21",34,"developed","Developed, Open Space","#DDC9C9","7010"
"22",66,"developed","Developed, Low Intensity","#D89382","7010"
"23",5,"developed","Developed, Medium Intensity","#ED0000","7010"
"41",309,"forest","Deciduous Forest","#68AA63","7010"
"42",1,"forest","Evergreen Forest","#1C6330","7010"
"81",465,"planted","Pasture/Hay","#DBD83D","7010"
"82",1679,"planted","Cultivated Crops","#AA7028","7010"
"95",5,"wetlands","Emergent Herbaceous Wetlands","#70A3BA","7010"
"code","n","class","description","color","llid"
"21",66,"developed","Developed, Open Space","#DDC9C9","6992"
"22",8,"developed","Developed, Low Intensity","#D89382","6992"
"23",1,"developed","Developed, Medium Intensity","#ED0000","6992"
"41",1554,"forest","Deciduous Forest","#68AA63","6992"
"81",63,"planted","Pasture/Hay","#DBD83D","6992"
"82",549,"planted","Cultivated Crops","#AA7028","6992"
"code","n","class","description","color","llid"
"21",38,"developed","Developed, Open Space","#DDC9C9","6996"
"22",57,"developed","Developed, Low Intensity","#D89382","6996"
"23",1,"developed","Developed, Medium Intensity","#ED0000","6996"
"41",2543,"forest","Deciduous Forest","#68AA63","6996"
"71",2,"herbaceous","Grassland/Herbaceous","#E2E2C1","6996"
"81",115,"planted","Pasture/Hay","#DBD83D","6996"
"82",378,"planted","Cultivated Crops","#AA7028","6996"
"90",6,"wetlands","Woody Wetlands","#BAD8EA","6996"
"95",17,"wetlands","Emergent Herbaceous Wetlands","#70A3BA","6996"
"code","n","class","description","color","llid"
"21",5016,"developed","Developed, Open Space","#DDC9C9","6987"
"22",2962,"developed","Developed, Low Intensity","#D89382","6987"
"23",368,"developed","Developed, Medium Intensity","#ED0000","6987"
"24",38,"developed","Developed, High Intensity","#AA0000","6987"
"41",10873,"forest","Deciduous Forest","#68AA63","6987"
"42",74,"forest","Evergreen Forest","#1C6330","6987"
"71",116,"herbaceous","Grassland/Herbaceous","#E2E2C1","6987"
"81",10305,"planted","Pasture/Hay","#DBD83D","6987"
"82",100488,"planted","Cultivated Crops","#AA7028","6987"
"90",60,"wetlands","Woody Wetlands","#BAD8EA","6987"
"code","n","class","description","color","llid"
"21",17,"developed","Developed, Open Space","#DDC9C9","6986"
"22",11,"developed","Developed, Low Intensity","#D89382","6986"
"41",220,"forest","Deciduous Forest","#68AA63","6986"
"71",2,"herbaceous","Grassland/Herbaceous","#E2E2C1","6986"
"81",94,"planted","Pasture/Hay","#DBD83D","6986"
"82",565,"planted","Cultivated Crops","#AA7028","6986"
"code","n","class","description","color","llid"
"21",55,"developed","Developed, Open Space","#DDC9C9","7012"
"22",63,"developed","Developed, Low Intensity","#D89382","7012"
"23",8,"developed","Developed, Medium Intensity","#ED0000","7012"
"24",1,"developed","Developed, High Intensity","#AA0000","7012"
"41",1287,"forest","Deciduous Forest","#68AA63","7012"
"81",182,"planted","Pasture/Hay","#DBD83D","7012"
"82",1206,"planted","Cultivated Crops","#AA7028","7012"
"code","n","class","description","color","llid"
NA,NA,NA,NA,NA,"7380"
"code","n","class","description","color","llid"
"21",111,"developed","Developed, Open Space","#DDC9C9","7011"
"22",136,"developed","Developed, Low Intensity","#D89382","7011"
"23",48,"developed","Developed, Medium Intensity","#ED0000","7011"
"24",1,"developed","Developed, High Intensity","#AA0000","7011"
"41",2207,"forest","Deciduous Forest","#68AA63","7011"
"81",771,"planted","Pasture/Hay","#DBD83D","7011"
"82",1813,"planted","Cultivated Crops","#AA7028","7011"
"90",68,"wetlands","Woody Wetlands","#BAD8EA","7011"
"95",29,"wetlands","Emergent Herbaceous Wetlands","#70A3BA","7011"
"code","n","class","description","color","llid"
"21",19,"developed","Developed, Open Space","#DDC9C9","7160"
"22",2,"developed","Developed, Low Intensity","#D89382","7160"
"41",86,"forest","Deciduous Forest","#68AA63","7160"
"42",92,"forest","Evergreen Forest","#1C6330","7160"
"43",152,"forest","Mixed Forest","#B5C98E","7160"
"71",5,"herbaceous","Grassland/Herbaceous","#E2E2C1","7160"
"81",97,"planted","Pasture/Hay","#DBD83D","7160"
"82",55,"planted","Cultivated Crops","#AA7028","7160"
"90",127,"wetlands","Woody Wetlands","#BAD8EA","7160"
"code","n","class","description","color","llid"
NA,NA,NA,NA,NA,"6708"
"code","n","class","description","color","llid"
NA,NA,NA,NA,NA,"6427"
"code","n","class","description","color","llid"
"41",150,"forest","Deciduous Forest","#68AA63","7274"
"42",114,"forest","Evergreen Forest","#1C6330","7274"
"43",168,"forest","Mixed Forest","#B5C98E","7274"
"81",4,"planted","Pasture/Hay","#DBD83D","7274"
"90",50,"wetlands","Woody Wetlands","#BAD8EA","7274"
"95",6,"wetlands","Emergent Herbaceous Wetlands","#70A3BA","7274"
"code","n","class","description","color","llid"
NA,NA,NA,NA,NA,"7038"
"code","n","class","description","color","llid"
NA,NA,NA,NA,NA,"7285"
"code","n","class","description","color","llid"
"21",748,"developed","Developed, Open Space","#DDC9C9","6967"
"22",312,"developed","Developed, Low Intensity","#D89382","6967"
"23",39,"developed","Developed, Medium Intensity","#ED0000","6967"
"24",5,"developed","Developed, High Intensity","#AA0000","6967"
"41",869,"forest","Deciduous Forest","#68AA63","6967"
"81",59,"planted","Pasture/Hay","#DBD83D","6967"
"82",15051,"planted","Cultivated Crops","#AA7028","6967"
"90",74,"wetlands","Woody Wetlands","#BAD8EA","6967"
"code","n","class","description","color","llid"
"21",64,"developed","Developed, Open Space","#DDC9C9","6547"
"22",15,"developed","Developed, Low Intensity","#D89382","6547"
"23",5,"developed","Developed, Medium Intensity","#ED0000","6547"
"41",561,"forest","Deciduous Forest","#68AA63","6547"
"42",269,"forest","Evergreen Forest","#1C6330","6547"
"43",24,"forest","Mixed Forest","#B5C98E","6547"
"52",355,"shrubland","Scrub/Shrub","#CCBA7C","6547"
"71",135,"herbaceous","Grassland/Herbaceous","#E2E2C1","6547"
"81",782,"planted","Pasture/Hay","#DBD83D","6547"
"82",310,"planted","Cultivated Crops","#AA7028","6547"
"90",296,"wetlands","Woody Wetlands","#BAD8EA","6547"
"95",60,"wetlands","Emergent Herbaceous Wetlands","#70A3BA","6547"
"code","n","class","description","color","llid"
"21",224,"developed","Developed, Open Space","#DDC9C9","7042"
"22",144,"developed","Developed, Low Intensity","#D89382","7042"
"23",24,"developed","Developed, Medium Intensity","#ED0000","7042"
"24",9,"developed","Developed, High Intensity","#AA0000","7042"
"41",1251,"forest","Deciduous Forest","#68AA63","7042"
"81",367,"planted","Pasture/Hay","#DBD83D","7042"
"82",3626,"planted","Cultivated Crops","#AA7028","7042"
"90",7,"wetlands","Woody Wetlands","#BAD8EA","7042"
"95",17,"wetlands","Emergent Herbaceous Wetlands","#70A3BA","7042"
"code","n","class","description","color","llid"
"21",882,"developed","Developed, Open Space","#DDC9C9","6989"
"22",763,"developed","Developed, Low Intensity","#D89382","6989"
"23",386,"developed","Developed, Medium Intensity","#ED0000","6989"
"24",71,"developed","Developed, High Intensity","#AA0000","6989"
"31",8,"barren","Barren Land (Rock/Sand/Clay)","#B2ADA3","6989"
"41",925,"forest","Deciduous Forest","#68AA63","6989"
"71",57,"herbaceous","Grassland/Herbaceous","#E2E2C1","6989"
"81",740,"planted","Pasture/Hay","#DBD83D","6989"
"82",15665,"planted","Cultivated Crops","#AA7028","6989"
"code","n","class","description","color","llid"
NA,NA,NA,NA,NA,"7148"
"code","n","class","description","color","llid"
"21",792,"developed","Developed, Open Space","#DDC9C9","1096"
"22",386,"developed","Developed, Low Intensity","#D89382","1096"
"23",32,"developed","Developed, Medium Intensity","#ED0000","1096"
"24",6,"developed","Developed, High Intensity","#AA0000","1096"
"31",4,"barren","Barren Land (Rock/Sand/Clay)","#B2ADA3","1096"
"41",3238,"forest","Deciduous Forest","#68AA63","1096"
"42",19,"forest","Evergreen Forest","#1C6330","1096"
"43",43,"forest","Mixed Forest","#B5C98E","1096"
"52",8,"shrubland","Scrub/Shrub","#CCBA7C","1096"
"71",250,"herbaceous","Grassland/Herbaceous","#E2E2C1","1096"
"81",1291,"planted","Pasture/Hay","#DBD83D","1096"
"82",4653,"planted","Cultivated Crops","#AA7028","1096"
"90",9753,"wetlands","Woody Wetlands","#BAD8EA","1096"
"95",176,"wetlands","Emergent Herbaceous Wetlands","#70A3BA","1096"
"code","n","class","description","color","llid"
"21",420,"developed","Developed, Open Space","#DDC9C9","6974"
"22",63,"developed","Developed, Low Intensity","#D89382","6974"
"23",4,"developed","Developed, Medium Intensity","#ED0000","6974"
"41",916,"forest","Deciduous Forest","#68AA63","6974"
"42",16,"forest","Evergreen Forest","#1C6330","6974"
"43",172,"forest","Mixed Forest","#B5C98E","6974"
"52",38,"shrubland","Scrub/Shrub","#CCBA7C","6974"
"81",2241,"planted","Pasture/Hay","#DBD83D","6974"
"82",1550,"planted","Cultivated Crops","#AA7028","6974"
"90",1224,"wetlands","Woody Wetlands","#BAD8EA","6974"
"95",555,"wetlands","Emergent Herbaceous Wetlands","#70A3BA","6974"
"code","n","class","description","color","llid"
NA,NA,NA,NA,NA,"6410"
"code","n","class","description","color","llid"
"21",1065,"developed","Developed, Open Space","#DDC9C9","70855"
"22",446,"developed","Developed, Low Intensity","#D89382","70855"
"23",145,"developed","Developed, Medium Intensity","#ED0000","70855"
"24",43,"developed","Developed, High Intensity","#AA0000","70855"
"31",42,"barren","Barren Land (Rock/Sand/Clay)","#B2ADA3","70855"
"41",2778,"forest","Deciduous Forest","#68AA63","70855"
"42",22,"forest","Evergreen Forest","#1C6330","70855"
"43",562,"forest","Mixed Forest","#B5C98E","70855"
"52",139,"shrubland","Scrub/Shrub","#CCBA7C","70855"
"71",23,"herbaceous","Grassland/Herbaceous","#E2E2C1","70855"
"81",2787,"planted","Pasture/Hay","#DBD83D","70855"
"82",1849,"planted","Cultivated Crops","#AA7028","70855"
"90",2327,"wetlands","Woody Wetlands","#BAD8EA","70855"
"95",324,"wetlands","Emergent Herbaceous Wetlands","#70A3BA","70855"
"code","n","class","description","color","llid"
NA,NA,NA,NA,NA,"44028"
"code","n","class","description","color","llid"
"21",2106,"developed","Developed, Open Space","#DDC9C9","6968"
"22",873,"developed","Developed, Low Intensity","#D89382","6968"
"23",78,"developed","Developed, Medium Intensity","#ED0000","6968"
"24",13,"developed","Developed, High Intensity","#AA0000","6968"
"31",93,"barren","Barren Land (Rock/Sand/Clay)","#B2ADA3","6968"
"41",6111,"forest","Deciduous Forest","#68AA63","6968"
"71",20,"herbaceous","Grassland/Herbaceous","#E2E2C1","6968"
"81",5112,"planted","Pasture/Hay","#DBD83D","6968"
"82",33247,"planted","Cultivated Crops","#AA7028","6968"
"90",288,"wetlands","Woody Wetlands","#BAD8EA","6968"
"code","n","class","description","color","llid"
"21",47,"developed","Developed, Open Space","#DDC9C9","1808"
"22",34,"developed","Developed, Low Intensity","#D89382","1808"
"23",1,"developed","Developed, Medium Intensity","#ED0000","1808"
"41",306,"forest","Deciduous Forest","#68AA63","1808"
"42",6,"forest","Evergreen Forest","#1C6330","1808"
"43",8,"forest","Mixed Forest","#B5C98E","1808"
"71",11,"herbaceous","Grassland/Herbaceous","#E2E2C1","1808"
"81",13,"planted","Pasture/Hay","#DBD83D","1808"
"82",23,"planted","Cultivated Crops","#AA7028","1808"
"90",742,"wetlands","Woody Wetlands","#BAD8EA","1808"
"95",13,"wetlands","Emergent Herbaceous Wetlands","#70A3BA","1808"
"code","n","class","description","color","llid"
"21",15451,"developed","Developed, Open Space","#DDC9C9","6490"
"22",3848,"developed","Developed, Low Intensity","#D89382","6490"
"23",895,"developed","Developed, Medium Intensity","#ED0000","6490"
"24",178,"developed","Developed, High Intensity","#AA0000","6490"
"31",214,"barren","Barren Land (Rock/Sand/Clay)","#B2ADA3","6490"
"41",75305,"forest","Deciduous Forest","#68AA63","6490"
"42",11016,"forest","Evergreen Forest","#1C6330","6490"
"43",39574,"forest","Mixed Forest","#B5C98E","6490"
"52",19222,"shrubland","Scrub/Shrub","#CCBA7C","6490"
"71",1130,"herbaceous","Grassland/Herbaceous","#E2E2C1","6490"
"81",60530,"planted","Pasture/Hay","#DBD83D","6490"
"82",37330,"planted","Cultivated Crops","#AA7028","6490"
"90",18475,"wetlands","Woody Wetlands","#BAD8EA","6490"
"95",4221,"wetlands","Emergent Herbaceous Wetlands","#70A3BA","6490"
"code","n","class","description","color","llid"
"21",781,"developed","Developed, Open Space","#DDC9C9","6846"
"22",156,"developed","Developed, Low Intensity","#D89382","6846"
"23",30,"developed","Developed, Medium Intensity","#ED0000","6846"
"24",23,"developed","Developed, High Intensity","#AA0000","6846"
"41",6131,"forest","Deciduous Forest","#68AA63","6846"
"42",834,"forest","Evergreen Forest","#1C6330","6846"
"43",1015,"forest","Mixed Forest","#B5C98E","6846"
"52",2131,"shrubland","Scrub/Shrub","#CCBA7C","6846"
"71",43,"herbaceous","Grassland/Herbaceous","#E2E2C1","6846"
"81",3664,"planted","Pasture/Hay","#DBD83D","6846"
"82",3309,"planted","Cultivated Crops","#AA7028","6846"
"90",2345,"wetlands","Woody Wetlands","#BAD8EA","6846"
"95",192,"wetlands","Emergent Herbaceous Wetlands","#70A3BA","6846"
"code","n","class","description","color","llid"
"0",16071106,NA,NA,NA,"6844"
"21",36705,"developed","Developed, Open Space","#DDC9C9","6844"
"22",10279,"developed","Developed, Low Intensity","#D89382","6844"
"23",3166,"developed","Developed, Medium Intensity","#ED0000","6844"
"24",974,"developed","Developed, High Intensity","#AA0000","6844"
"31",613,"barren","Barren Land (Rock/Sand/Clay)","#B2ADA3","6844"
"41",151854,"forest","Deciduous Forest","#68AA63","6844"
"42",24738,"forest","Evergreen Forest","#1C6330","6844"
"43",77640,"forest","Mixed Forest","#B5C98E","6844"
"52",47801,"shrubland","Scrub/Shrub","#CCBA7C","6844"
"71",2682,"herbaceous","Grassland/Herbaceous","#E2E2C1","6844"
"81",164613,"planted","Pasture/Hay","#DBD83D","6844"
"82",129439,"planted","Cultivated Crops","#AA7028","6844"
"90",63742,"wetlands","Woody Wetlands","#BAD8EA","6844"
"95",9657,"wetlands","Emergent Herbaceous Wetlands","#70A3BA","6844"
"code","n","class","description","color","llid"
"21",366,"developed","Developed, Open Space","#DDC9C9","7009"
"22",471,"developed","Developed, Low Intensity","#D89382","7009"
"23",179,"developed","Developed, Medium Intensity","#ED0000","7009"
"24",14,"developed","Developed, High Intensity","#AA0000","7009"
"41",1570,"forest","Deciduous Forest","#68AA63","7009"
"81",1374,"planted","Pasture/Hay","#DBD83D","7009"
"82",6356,"planted","Cultivated Crops","#AA7028","7009"
"90",197,"wetlands","Woody Wetlands","#BAD8EA","7009"
"code","n","class","description","color","llid"
NA,NA,NA,NA,NA,"6492"
"code","n","class","description","color","llid"
"21",34,"developed","Developed, Open Space","#DDC9C9","6988"
"22",2,"developed","Developed, Low Intensity","#D89382","6988"
"41",56,"forest","Deciduous Forest","#68AA63","6988"
"81",96,"planted","Pasture/Hay","#DBD83D","6988"
"82",118,"planted","Cultivated Crops","#AA7028","6988"
"code","n","class","description","color","llid"
"21",4832,"developed","Developed, Open Space","#DDC9C9","6966"
"22",3884,"developed","Developed, Low Intensity","#D89382","6966"
"23",860,"developed","Developed, Medium Intensity","#ED0000","6966"
"24",124,"developed","Developed, High Intensity","#AA0000","6966"
